REFERENCE 1;ARTICLE;CODE;DESIGNATION_2;CODE_SELECTION;QTE;DERNIER_PRIX_ACHAT;PRIX_REVIENT;Gros;PRIX_SOLDE;PRIX_MIN;REFERENCE 2;REFERENCE 3;REFERENCE 4;POIDS;CBM;CONDITIONNEMENT;QTE_STOCK_ALERTE;FOURNISSEUR;DATE_DERNIER_ACHAT;DATE_DERNIERE_VENTE;OK_BLOQUE_VENTE;NBRE_PHOTOS;Date créat. Article;Utilisateur;N°ARTICLE;N°LOT;
;COUTEAU KNAUF (12,5CM);00000547;;          ;0;1350;1350;1800;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;16/09/2024 05:48:27;ADMIN          ;559;559;
;COUTEAU ABC (12CM);00000548;;          ;0;92;92;130;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;16/09/2024 05:49:15;ADMIN          ;560;560;
;COUTEAU ABC (18CM);00000549;;          ;0;120;120;180;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;16/09/2024 05:50:03;ADMIN          ;561;561;
;COUTEAU CORSA (NO*(2);00000550;;          ;0;430;430;580;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;16/09/2024 05:50:38;ADMIN          ;562;562;
;COUTEAU CORSA (NO*(3);00000551;;          ;0;520;520;700;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;16/09/2024 05:51:29;ADMIN          ;563;563;
;COUTEAU CORSA (15CM);00000552;;          ;0;700;700;900;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;16/09/2024 05:52:08;ADMIN          ;564;564;
;COUTEAU CORSA (18CM);00000553;;          ;0;790;790;1100;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;16/09/2024 05:52:46;ADMIN          ;565;565;
;GRATOIRE GM (30*8CM);00000554;;          ;0;1350;1350;1800;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;16/09/2024 05:53:47;ADMIN          ;566;566;
;MNCHAR01;00000555;;          ;0;800;800;1000;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;16/09/2024 05:54:42;ADMIN          ;567;567;
;MNCHAR02;00000556;;          ;0;900;900;1200;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;16/09/2024 05:55:14;ADMIN          ;568;568;
;MECHE VISSEUSE;00000557;;          ;0;1000;1000;1250;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;16/09/2024 05:56:19;ADMIN          ;569;569;
;MECHE VISSEUSE;00000558;;          ;0;1500;1500;1800;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;16/09/2024 05:58:41;ADMIN          ;570;570;
;METRE PRO METAL (7,5M);00000559;;          ;0;695;695;800;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;16/09/2024 05:59:18;ADMIN          ;571;571;
;METRE PRO METAL (5M);00000560;;          ;0;401;401;535;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;16/09/2024 06:00:01;ADMIN          ;572;572;
;METRE DINGOI (5M);00000561;;          ;0;528;528;700;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;16/09/2024 06:00:47;ADMIN          ;573;573;
;METRE SVEDEN (7,5M);00000562;;          ;0;200;200;350;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;16/09/2024 06:01:32;ADMIN          ;574;574;
;METRE PRO METAL (3M);00000563;;          ;0;288;288;350;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;16/09/2024 06:02:51;ADMIN          ;575;575;
;METRE SVEDEN (5M);00000564;;          ;0;110;110;165;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;16/09/2024 06:03:23;ADMIN          ;576;576;
;METRE SVEDEN (3M);00000565;;          ;0;100;100;200;0;0;;;;0.1;0.01;1;0;;15/09/2024;20/09/2024;N;0;16/09/2024 06:04:08;ADMIN          ;577;577;
;METRE INCCO (3M);00000566;;          ;0;330;330;450;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;16/09/2024 06:04:45;ADMIN          ;578;578;
;METRE TCUTEUR;00000567;;          ;0;200;200;300;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;16/09/2024 06:05:22;ADMIN          ;579;579;
;RABOT MAXI (14CM);00000568;;          ;0;600;600;750;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;16/09/2024 06:06:08;ADMIN          ;580;580;
;RABOT ALUM;00000569;;          ;0;800;800;1000;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;16/09/2024 06:06:47;ADMIN          ;581;581;
;RABOT  PRO MITAL;00000570;;          ;0;800;800;950;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;16/09/2024 06:08:21;ADMIN          ;582;582;
;HORLOGE PM;00000571;;          ;0;1200;1200;1400;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;16/09/2024 06:09:20;ADMIN          ;583;583;
;STICKER FEILLE 3D;00000572;;          ;0;300;300;500;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;16/09/2024 06:10:31;ADMIN          ;584;584;
;HORLOGR GM;00000573;;          ;0;1700;1700;2000;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;16/09/2024 06:11:24;ADMIN          ;585;585;
;OMEGA CLIP;00000574;;          ;0;190;190;300;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;16/09/2024 06:12:15;ADMIN          ;586;586;
;SPOT ETOIL  2286-10;00000575;;          ;0;700;700;900;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;16/09/2024 06:13:30;ADMIN          ;587;587;
;LISTER BOIS PM;00000576;;          ;0;1000;1000;1300;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;16/09/2024 06:14:09;ADMIN          ;588;588;
;LISTER BOIS GM;00000577;;          ;0;2200;2200;2750;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;16/09/2024 06:14:44;ADMIN          ;589;589;
;SUPORTE TIGE FORM P PM;00000578;;          ;0;120;120;180;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;16/09/2024 06:15:22;ADMIN          ;590;590;
;LADOUIT PLACO;00000579;;          ;0;300;300;450;0;0;;;;0.1;0.01;1;0;;15/09/2024;06/12/2024;N;0;16/09/2024 06:16:03;ADMIN          ;591;591;
;LISTER NOIR CUSINE;00000580;;          ;0;2200;2200;2750;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;16/09/2024 06:16:34;ADMIN          ;592;592;
;SUPORTE TIGE FORM P GM;00000581;;          ;0;250;250;375;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;16/09/2024 06:17:12;ADMIN          ;593;593;
;BIDOUN PM;00000582;;          ;0;50;50;85;0;0;;;;0.1;0.01;1;0;;13/08/2026;13/08/2026;N;0;16/09/2024 06:17:51;ADMIN          ;594;594;
;ENDUIT 5KG;00000583;;          ;0;60;60;100;0;0;;;;0.1;0.01;1;0;;12/08/2026;12/08/2026;N;0;16/09/2024 06:18:31;ADMIN          ;595;595;
;RACORE FIREUR;00000584;;          ;0;60;60;100;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;16/09/2024 06:19:14;ADMIN          ;596;596;
;VIS KARMOUD;00000585;;          ;0;600;628.57;1100;850;950;;;;0.1;0.01;1;0;;01/10/2025;12/01/2026;N;0;16/09/2024 06:19:56;ADMIN          ;597;597;
;MIXEUR;00000586;;          ;0;400;400;560;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;16/09/2024 06:20:42;ADMIN          ;598;598;
;RABOT MITAL KNAUF;00000587;;          ;0;1410;1410;1975;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;16/09/2024 06:21:25;ADMIN          ;599;599;
;RABOT AKISIX;00000588;;          ;0;600;600;840;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;16/09/2024 06:22:13;ADMIN          ;600;600;
;RABOT MAXI PRO;00000589;;          ;0;600;600;850;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;16/09/2024 06:25:58;ADMIN          ;601;601;
;RABOT MAXI PRO 140 CM;00000590;;          ;0;500;500;700;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;16/09/2024 06:26:30;ADMIN          ;602;602;
;RABOT BLEU (ME);00000591;;          ;0;550;550;770;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;16/09/2024 06:27:15;ADMIN          ;603;603;
;TRASEUR PRO META (PMF 166);00000592;;          ;0;350;350;500;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;16/09/2024 06:27:49;ADMIN          ;604;604;
;TRASEUR CANELLE;00000593;;          ;0;750;750;975;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;16/09/2024 06:28:29;ADMIN          ;605;605;
;RABOT METAL AKFIX NAP;00000594;;          ;0;1500;1500;1950;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;16/09/2024 06:29:11;ADMIN          ;606;606;
;ENSOMBLE CIKLOCHE;00000595;;          ;0;500;500;750;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;16/09/2024 06:29:42;ADMIN          ;607;607;
;CUTTEUR WILITQ KNIF;00000596;;          ;0;120;120;180;0;0;;;;0.1;0.01;1;0;;15/09/2024;22/09/2024;N;0;16/09/2024 06:30:24;ADMIN          ;608;608;
;CUTTEUR WILITQ KNIF 2 PIECE;00000597;;          ;0;120;120;230;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;16/09/2024 06:31:14;ADMIN          ;609;609;
;CUTTEUR MCHER;00000598;;          ;0;27;27;50;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;16/09/2024 06:32:00;ADMIN          ;610;610;
;MARTO CROWN CT 18026;00000599;;          ;0;0;0;11900;0;0;;;;0.1;0.01;1;0;;;;N;0;16/09/2024 06:32:47;ADMIN          ;611;611;
;MARTO CROWN CT 18054;00000600;;          ;0;0;0;11700;0;0;;;;0.1;0.01;1;0;;;;N;0;16/09/2024 06:40:32;ADMIN          ;612;612;
;MARTO CROWN CT 31011;00000601;;          ;0;0;0;10000;0;0;;;;0.1;0.01;1;0;;;;N;0;16/09/2024 06:41:27;ADMIN          ;613;613;
;TRANSFU;00000602;;          ;0;140;140;220;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;16/09/2024 06:42:01;ADMIN          ;614;614;
;TRANSFU SPOT;00000603;;          ;0;170;170;260;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;16/09/2024 06:42:39;ADMIN          ;615;615;
;PVC 027 MIX;00000615;;          ;0;700;700;850;0;0;;;;0.1;0.01;1;0;;15/09/2024;27/07/2025;N;0;17/09/2024 23:15:57;ADMIN          ;627;627;
;MONTOR 07;00000623;;          ;0;500;500;750;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;17/09/2024 23:33:28;ADMIN          ;635;635;
;MONTOR 05;00000624;;          ;0;350;350;500;0;0;;;;0.1;0.01;1;0;;15/09/2024;27/07/2025;N;0;17/09/2024 23:35:21;ADMIN          ;636;636;
;OMIGA;00000625;;          ;0;195;195;300;0;0;;;;0.1;0.01;1;0;;15/09/2024;27/07/2025;N;0;17/09/2024 23:37:07;ADMIN          ;637;637;
;CORNIRE PERFORE;00000627;;          ;0;200;200;350;0;0;;;;0.1;0.01;1;0;;15/09/2024;22/09/2024;N;0;17/09/2024 23:38:58;ADMIN          ;639;639;
;RAYE 05;00000628;;          ;0;320;332.41;550;400;450;;;;0.1;0.01;1;0;;02/10/2025;03/10/2025;N;0;17/09/2024 23:39:32;ADMIN          ;640;640;
;FIRON 03;00000629;;          ;0;220;220;350;0;0;;;;0.1;0.01;1;0;;15/09/2024;22/09/2024;N;0;17/09/2024 23:40:01;ADMIN          ;641;641;
;FIRON 04;00000630;;          ;0;260;260;350;0;0;;;;0.1;0.01;1;0;;15/09/2024;22/09/2024;N;0;17/09/2024 23:40:37;ADMIN          ;642;642;
;FENATRE PLACO GM;00000631;;          ;0;3000;3000;3800;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;17/09/2024 23:41:16;ADMIN          ;643;643;
;FENATRE PLACO MM;00000632;;          ;0;2000;2000;2800;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;17/09/2024 23:41:54;ADMIN          ;644;644;
;FENATRE PLACO PM;00000633;;          ;0;1000;1000;1800;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;17/09/2024 23:42:24;ADMIN          ;645;645;
;SUPORTE BANDE (201531);00000634;;          ;0;800;800;1200;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;17/09/2024 23:43:03;ADMIN          ;646;646;
;GHORGE PVC;00000635;;          ;0;370;370;450;0;0;;;;0.1;0.01;1;0;;15/09/2024;27/07/2025;N;0;17/09/2024 23:48:03;ADMIN          ;647;647;
;BANDE ARMEE 45;00000636;;          ;0;1000;1000;1350;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;17/09/2024 23:53:59;ADMIN          ;648;648;
;CHARTITO GM;00000637;;          ;0;70;70;110;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;17/09/2024 23:54:45;ADMIN          ;649;649;
;CHARTITO PM;00000638;;          ;0;30;30;50;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;17/09/2024 23:55:23;ADMIN          ;650;650;
;SUPPORT LASER BP;00000639;;          ;0;1500;1500;1900;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;17/09/2024 23:56:14;ADMIN          ;651;651;
;TIGE 60 CM PLACO;00000656;;          ;0;62;62;80;0;0;;;;0.1;0.01;1;0;;15/09/2024;27/07/2025;N;0;18/09/2024 00:33:45;ADMIN          ;668;668;
;FIRON 05;00000657;;          ;0;250;250;550;0;0;;;;0.1;0.01;1;0;;15/09/2024;22/09/2024;N;0;20/09/2024 23:03:11;ADMIN          ;669;669;
;B10;00000658;;          ;0;1100;1100;1300;0;0;;;;0.1;0.01;1;0;;15/09/2024;22/09/2024;N;0;21/09/2024 00:20:42;ADMIN          ;670;670;
;RAYE07;00000659;;          ;0;400;400;700;0;0;;;;0.1;0.01;1;0;;15/09/2024;22/09/2024;N;0;21/09/2024 00:27:12;ADMIN          ;671;671;
;CROU;00000660;;          ;0;5;5;10;0;0;;;;0.1;0.01;1;0;;17/08/2026;17/08/2026;N;0;21/09/2024 00:57:15;ADMIN          ;672;672;
;LONDOUI;00000661;;          ;0;0;0;0;0;0;;;;0.1;0.01;1;0;;;;N;0;21/09/2024 03:41:33;ADMIN          ;673;673;
;LONDOUI;00000662;;          ;10;62;62;100;0;0;;;;0.1;0.01;1;0;;15/08/2026;12/08/2026;N;0;21/09/2024 03:47:21;ADMIN          ;674;674;
;LUMÉRE CACHÉE;00000663;;          ;0;180;180;280;0;0;;;;0.1;0.01;1;0;;15/09/2024;22/09/2024;N;0;21/09/2024 04:50:24;ADMIN          ;675;675;
;PAPILLON;00000664;;          ;0;14;14;40;0;0;;;;0.1;0.01;1;0;;15/09/2024;22/09/2024;N;0;21/09/2024 05:19:13;ADMIN          ;676;676;
;DÉFONCEUSE;00000665;;          ;0;8500;8500;8500;0;0;;;;0.1;0.01;1;0;;15/09/2024;22/09/2024;N;0;21/09/2024 23:00:43;ADMIN          ;677;677;
;MARTEAU PIQUEUR CT18026;00000666;;          ;0;9000;9000;9000;0;0;;;;0.1;0.01;1;0;;15/09/2024;22/09/2024;N;0;21/09/2024 23:06:51;ADMIN          ;678;678;
;MARTEAU PIQUEUR;00000667;;          ;0;9000;9000;12000;0;0;;;;0.1;0.01;1;0;;15/09/2024;22/09/2024;N;0;21/09/2024 23:11:54;ADMIN          ;679;679;
;CHEVILLE LITAUX;00000668;;          ;0;10;10;30;0;0;;;;0.1;0.01;;0;;15/09/2024;22/09/2024;N;0;22/09/2024 03:40:59;ADMIN          ;680;680;
;SLICONE;00000669;;          ;0;180;180;350;0;0;;;;0.1;0.01;1;0;;15/09/2024;22/09/2024;N;0;22/09/2024 04:03:26;ADMIN          ;681;681;
;METRE LUX;00000670;;          ;0;1500;1500;2000;0;0;;;;0.1;0.01;1;0;;15/09/2024;;N;0;22/09/2024 04:09:17;ADMIN          ;682;682;
;LED 12V DE ESCALIER;00000671;;          ;0;2750;300;5000;0;0;;;;0.1;0.01;1;0;;11/09/2024;28/09/2024;N;0;23/09/2024 20:50:40;ADMIN          ;683;683;
;TRANSFO 12V 400W DE ESCALIER;00000672;;          ;0;6200;6040;8700;0;0;;;;0.1;0.01;1;0;;11/09/2024;28/09/2024;N;0;23/09/2024 20:52:40;ADMIN          ;684;684;
;BLANCH KARMOUD;00000673;;          ;6;0;0;0;0;0;;;;0.1;0.01;1;0;;12/08/2026;12/08/2026;N;0;24/09/2024 05:20:43;ADMIN          ;685;685;
;ADOUCISSEUR 2M3/H 20L RESINE (935);00000674;;          ;0;61000;61000;85000;0;0;;;;0.1;0.01;1;0;;28/05/2024;28/09/2024;N;0;24/09/2024 22:17:46;ADMIN          ;686;686;
;VASE DÉXPANSION 35L;00000675;;          ;0;15600;45000;33000;0;0;;;;0.1;0.01;1;0;;28/05/2024;28/09/2024;N;0;24/09/2024 23:12:44;ADMIN          ;687;687;
;VANNE D'ARRET 33/42;00000676;;          ;0;2540;2540;4000;0;0;;;;0.1;0.01;1;0;;28/05/2024;28/09/2024;N;0;24/09/2024 23:14:46;ADMIN          ;688;688;
;LEO POMPE VIDE CAVE STK 50F;00000677;;          ;0;9600;9600;14500;0;0;;;;0.1;0.01;1;0;;28/05/2024;28/09/2024;N;0;24/09/2024 23:43:57;ADMIN          ;689;689;
;ÉLÉCTROVANNE HARVERS 33/42;00000678;;          ;0;25600;25760;38000;0;0;;;;0.1;0.01;1;0;;28/05/2024;28/09/2024;N;0;24/09/2024 23:45:59;ADMIN          ;690;690;
;ACCELERATEUR DAB 33/42;00000679;;          ;0;29500;350;45000;0;0;;;;0.1;0.01;1;0;;28/05/2024;04/10/2024;N;0;25/09/2024 03:29:01;ADMIN          ;691;691;
;COLLECTEUR  33/42;00000680;;          ;0;10500;10500;22000;0;0;;;;0.1;0.01;1;0;;28/05/2024;;N;0;25/09/2024 03:30:29;ADMIN          ;692;692;
;ITAP VENTOUS 15/21;00000681;;          ;0;850;850;1750;0;0;;;;0.1;0.01;1;0;;28/05/2024;04/10/2024;N;0;25/09/2024 03:33:08;ADMIN          ;693;693;
;SOUPAPE DE SECURITE 1/2 3BAR +MANO;00000682;;          ;0;800;800;1800;0;0;;;;0.1;0.01;1;0;;28/05/2024;04/10/2024;N;0;25/09/2024 03:39:53;ADMIN          ;694;694;
;MANO SEC D 53/16 BAR;00000683;;          ;0;400;400;1500;0;0;;;;0.1;0.01;1;0;;28/05/2024;04/10/2024;N;0;25/09/2024 03:41:44;ADMIN          ;695;695;
;THÉRMOMETRE IMMIER 120 DROIT BR;00000684;;          ;0;2650;2650;4500;0;0;;;;0.1;0.01;1;0;;28/05/2024;04/10/2024;N;0;25/09/2024 03:43:30;ADMIN          ;696;696;
;PC RAC COMPTEUR 06/20 LANGS;00000685;;          ;0;450;450;1450;0;0;;;;0.1;0.01;1;0;;28/05/2024;04/10/2024;N;0;25/09/2024 03:45:09;ADMIN          ;697;697;
;PPR VANNE SPH 63 BLANC;00000686;;          ;0;2850;2850;4500;0;0;;;;0.1;0.01;1;0;;28/05/2024;;N;0;25/09/2024 03:46:32;ADMIN          ;698;698;
;BARRE PROFILE B10 2CM GRIS;00000687;;          ;0;880;880;2500;0;0;;;;0.1;0.01;1;0;;28/05/2024;;N;0;25/09/2024 03:48:13;ADMIN          ;699;699;
;BARRE PROFILE B10 2CM NOIR;00000688;;          ;0;1050;1050;2500;0;0;;;;0.1;0.01;1;0;;28/05/2024;;N;0;25/09/2024 03:49:59;ADMIN          ;700;700;
;BARRE PROFILE B10 2CM DORE;00000689;;          ;0;1050;1050;2500;0;0;;;;0.1;0.01;1;0;;28/05/2024;;N;0;25/09/2024 03:50:55;ADMIN          ;701;701;
;RUBAN LED BLANC 220 V;00000690;;          ;0;190;190;280;0;0;;;;0.1;0.01;1;0;;28/05/2024;;N;0;25/09/2024 03:52:45;ADMIN          ;702;702;
;RUBAN LED JAUN 220 V;00000691;;          ;0;190;190;280;0;0;;;;0.1;0.01;1;0;;28/05/2024;;N;0;25/09/2024 04:04:10;ADMIN          ;703;703;
;FICHE LED PROFILE 220V;00000692;;          ;0;120;120;350;0;0;;;;0.1;0.01;1;0;;28/05/2024;;N;0;25/09/2024 04:05:12;ADMIN          ;704;704;
;ATLAS FILRE BIG 20 CRESTAUX TRANS;00000693;;          ;0;21000;21000;35000;0;0;;;;0.1;0.01;1;0;;28/05/2024;04/10/2024;N;0;25/09/2024 04:09:36;ADMIN          ;705;705;
;ATLAS FILRE BIG 20 TRANS;00000694;;          ;0;13500;13500;25000;0;0;;;;0.1;0.01;1;0;;28/05/2024;04/10/2024;N;0;25/09/2024 04:10:52;ADMIN          ;706;706;
;PIC ECHANG CHALT TUB 25KW TITAN;00000695;;          ;0;8900;8900;12000;0;0;;;;0.1;0.01;1;0;;28/05/2024;04/10/2024;N;0;25/09/2024 04:13:01;ADMIN          ;707;707;
;LEO POMPE SPA 1300W;00000696;;          ;0;35000;35000;45000;0;0;;;;0.1;0.01;1;0;;28/05/2024;04/10/2024;N;0;25/09/2024 04:28:20;ADMIN          ;708;708;
;PIC BOUCHE DE REFOULEMENT GMS FILTRE 7M/H;00000697;;          ;0;1200;1200;2500;0;0;;;;0.1;0.01;1;0;;28/05/2024;;N;0;25/09/2024 04:50:17;ADMIN          ;709;709;
;PIC BOUCHE DE REFOULEMENT DE FOND 50  FILTRE GMS  7M/H;00000698;;          ;0;1800;1800;3500;0;0;;;;0.1;0.01;1;0;;28/05/2024;;N;0;25/09/2024 04:53:34;ADMIN          ;710;710;
;CHOUDIERE INERGICAL 36 VENTES;00000699;;          ;0;140000;140000;180000;0;0;;;;0.1;0.01;1;0;;28/05/2024;04/10/2024;N;0;25/09/2024 04:57:41;ADMIN          ;711;711;
;SPOT 18W COB;00000700;;          ;0;1050;1050;1450;0;0;;;;0.1;0.01;1;0;;11/08/2026;12/08/2026;N;0;25/09/2024 05:58:22;ADMIN          ;712;712;
;SPOT CRISTAL 81226;00000701;;          ;0;750;750;1250;0;0;;;;0.1;0.01;1;0;;28/05/2024;27/07/2025;N;0;25/09/2024 06:01:27;ADMIN          ;713;713;
;TRANSFO ÉTONCH  100W 12V;00000702;;          ;0;7500;7500;11200;0;0;;;;0.1;0.01;1;0;;28/05/2024;;N;0;25/09/2024 06:08:42;ADMIN          ;714;714;
;SPOT ETANCHE 3LED 12V BLANCH;00000703;;          ;0;1650;1650;2400;0;0;;;;0.1;0.01;1;0;;28/05/2024;;N;0;25/09/2024 06:11:01;ADMIN          ;715;715;
;LED PROFILE 3M BIO;00000704;;          ;0;1350;1350;2500;0;0;;;;0.1;0.01;1;0;;28/05/2024;03/10/2025;N;0;25/09/2024 06:35:48;ADMIN          ;716;716;
;LED PROFILE 3M BLACK;00000705;;          ;0;900;900;2500;0;0;;;;0.1;0.01;1;0;;28/05/2024;03/10/2025;N;0;25/09/2024 06:37:34;ADMIN          ;717;717;
;LED PROFILE 3M GOLD;00000706;;          ;0;900;900;2500;0;0;;;;0.1;0.01;1;0;;28/05/2024;;N;0;25/09/2024 06:38:41;ADMIN          ;718;718;
;LED PROFILE 3M SILVER;00000707;;          ;0;680;680;2500;0;0;;;;0.1;0.01;1;0;;28/05/2024;;N;0;25/09/2024 06:40:05;ADMIN          ;719;719;
;LED PROFILE 3M BRONZ;00000708;;          ;0;900;900;2500;0;0;;;;0.1;0.01;1;0;;31/03/2026;12/04/2026;N;0;25/09/2024 06:40:47;ADMIN          ;720;720;
;SPOT CRISTAL C1404;00000709;;          ;0;1350;1350;2000;0;0;;;;0.1;0.01;1;0;;28/05/2024;27/07/2025;N;1;25/09/2024 21:02:26;ADMIN          ;721;721;
;SPOT CARCAS IP;00000710;;          ;0;220;220;350;250;300;;;;0.1;0.01;1;0;;02/10/2025;13/10/2025;N;0;25/09/2024 21:04:54;ADMIN          ;722;722;
;SPOT CARCAS IP PHOMISI;00000711;;          ;0;450;310;670;0;0;;;;0.1;0.01;1;0;;28/05/2024;13/10/2025;N;0;25/09/2024 21:07:53;ADMIN          ;723;723;
;DOUILLE G10;00000712;;          ;0;75;75;120;0;0;;;;0.1;0.01;1;0;;28/05/2024;;N;0;25/09/2024 21:09:20;ADMIN          ;724;724;
;LAMPE LED G10 9W BL;00000713;;          ;0;320;320;480;0;0;;;;0.1;0.01;1;0;;28/05/2024;;N;0;25/09/2024 21:15:17;ADMIN          ;725;725;
;LAMPE LED G10 9W JN;00000714;;          ;0;320;320;480;0;0;;;;0.1;0.01;1;0;;28/05/2024;;N;0;25/09/2024 21:26:33;ADMIN          ;726;726;
;APPLIQUE LED A98;00000715;;          ;0;3500;3500;5000;0;0;;;;0.1;0.01;1;0;;28/05/2024;;N;0;25/09/2024 22:07:32;ADMIN          ;727;727;
;APPLIQUE LED DL 1325;00000716;;          ;0;3400;3400;5000;0;0;;;;0.1;0.01;1;0;;28/05/2024;;N;0;25/09/2024 22:09:57;ADMIN          ;728;728;
;SPOT APPARENT 15W ROND;00000717;;          ;0;1150;1150;1700;0;0;;;;0.1;0.01;1;0;;28/05/2024;;N;0;25/09/2024 22:11:07;ADMIN          ;729;729;
;RUBAN LED 5M 12V;00000718;;          ;0;2450;2450;3600;0;0;;;;0.1;0.01;1;0;;28/05/2024;;N;0;25/09/2024 22:13:15;ADMIN          ;730;730;
;TRANSFO 12 V 16.7 A 200W;00000719;;          ;0;2700;2700;4000;0;0;;;;0.1;0.01;1;0;;28/05/2024;;N;0;25/09/2024 22:16:18;ADMIN          ;731;731;
;SPOT CARCAS CAR IP N;00000720;;          ;0;320;320;480;0;0;;;;0.1;0.01;1;0;;28/05/2024;;N;0;25/09/2024 22:18:51;ADMIN          ;732;732;
;TABLE GRANITE NOIR (2EME);00000721;;          ;0;1050;1050;1850;0;0;;;;0.1;0.01;1;0;;22/05/2024;;N;0;26/09/2024 03:59:35;ADMIN          ;733;733;
;FAUX MARBRE 1;00000722;;          ;0;8500;8500;15000;0;0;;;;0.1;0.01;1;0;;22/05/2024;04/10/2024;N;0;26/09/2024 04:30:55;ADMIN          ;734;734;
;FAUX MARBRE 2;00000723;;          ;0;10000;10000;15000;0;0;;;;0.1;0.01;1;0;;22/05/2024;07/12/2024;N;0;26/09/2024 04:32:02;ADMIN          ;735;735;
;DÉMONTABLE 60/60;00000724;;          ;0;650;650;850;0;0;;;;0.1;0.01;1;0;;01/10/2025;05/10/2025;N;0;27/09/2024 21:18:53;ADMIN          ;736;736;
;PATTE DE JOUINT;00000725;;          ;2;800;800;950;0;0;;;;0.1;0.01;1;0;;11/08/2026;12/08/2026;N;0;27/09/2024 21:21:03;ADMIN          ;737;737;
;SPOT 10W;00000726;;          ;0;3500;3500;4500;0;0;;;;0.1;0.01;1;0;;11/08/2026;12/08/2026;N;1;27/09/2024 21:26:43;ADMIN          ;738;738;
;SPOTE VID;00000727;;          ;0;680;680;850;0;0;;;;0.1;0.01;1;0;;13/08/2026;13/08/2026;N;0;27/09/2024 21:29:02;ADMIN          ;739;739;
;APPLIQUE;00000728;;          ;0;3400;3400;4500;0;0;;;;0.1;0.01;1;0;;22/05/2024;23/11/2024;N;0;27/09/2024 21:30:27;ADMIN          ;740;740;
;SPOT PM;00000729;;          ;0;145;145;250;0;0;;;;0.1;0.01;1;0;;02/10/2025;13/10/2025;N;0;27/09/2024 21:32:14;ADMIN          ;741;741;
